applicant_name,gender,age,city,employment_type,bank,monthly_income_pkr,credit_score,loan_amount_pkr,loan_tenure_months,existing_loans,default_history,has_credit_card,approved
Sohail Sheikh,M,33,Lahore,Salaried,Standard Chartered,55100,633,358000,60,1,0,0,0
Alina Mirza,F,35,Karachi,Unemployed,Faysal Bank,15000,597,1159000,36,1,0,1,0
Imran Saleem,M,50,Gujranwala,Salaried,MCB,128300,726,356000,60,0,0,1,1
Umar Aslam,M,41,Karachi,Salaried,NBP,92700,720,770000,12,0,0,1,0
Rizwan Rajput,M,36,Islamabad,Self-Employed,Standard Chartered,69900,652,222000,48,2,0,1,1
Fatima Nawaz,F,45,Rawalpindi,Contract,Askari,126500,660,178000,48,0,0,0,1
Hafsa Mirza,F,54,Lahore,Salaried,Meezan,178400,647,601000,60,0,0,1,0
Abdullah Chaudhry,M,49,Karachi,Self-Employed,Standard Chartered,55700,584,555000,48,0,0,1,0
Asad Raza,M,38,Karachi,Salaried,JS Bank,164400,681,843000,18,1,0,0,0
Arslan Sheikh,M,22,Karachi,Self-Employed,Askari,101900,714,923000,36,1,0,1,0
Bilal Haider,M,53,Sialkot,Salaried,Faysal Bank,115100,582,1594000,36,0,0,1,0
Faiz Saleem,M,57,Lahore,Salaried,NBP,166900,624,450000,48,0,0,0,0
Taha Zafar,M,50,Karachi,Salaried,Askari,82200,783,50000,12,0,0,1,1
Saba Saeed,F,28,Karachi,Salaried,NBP,115100,728,50000,60,0,0,0,1
Sahar Siddiqui,F,55,Karachi,Salaried,MCB,76000,680,560000,24,1,0,0,0
Arslan Gill,M,30,Lahore,Salaried,MCB,134600,686,187000,60,0,0,0,1
Rabia Gill,F,55,Karachi,Contract,JS Bank,119100,667,980000,12,1,0,0,0
Sohail Rashid,M,48,Karachi,Salaried,UBL,54300,751,50000,36,2,0,1,0
Sana Ahmed,F,41,Gujranwala,Self-Employed,HBL,95100,635,196000,24,0,1,1,1
Faiz Akhtar,M,28,Islamabad,Business Owner,UBL,247500,642,202000,18,1,0,0,0
Rizwan Shah,M,38,Karachi,Salaried,MCB,146800,659,425000,12,1,0,1,0
Ayesha Zafar,F,26,Faisalabad,Salaried,Askari,128600,703,399000,6,0,0,0,0
Zain Qureshi,M,49,Karachi,Salaried,HBL,164100,785,765000,24,0,0,1,0
Ayla Siddiqui,F,58,Karachi,Self-Employed,MCB,96200,555,918000,12,0,0,0,0
Mahnoor Chaudhry,F,54,Lahore,Contract,HBL,88000,675,722000,48,0,0,1,0
Zainab Zafar,F,46,Rawalpindi,Salaried,Faysal Bank,79100,609,769000,12,1,0,0,0
Imran Mirza,M,60,Karachi,Salaried,JS Bank,51100,745,724000,18,0,0,0,0
Saad Javed,M,58,Islamabad,Contract,UBL,73500,607,114000,24,0,0,1,0
Ahmed Naseer,M,60,Lahore,Salaried,HBL,117100,785,1032000,36,2,0,0,1
Sohail Akhtar,M,23,Lahore,Salaried,Standard Chartered,145600,716,575000,12,3,0,0,0
Anaya Akhtar,F,59,Lahore,Salaried,Askari,174400,786,50000,12,2,0,0,0
Sameer Butt,M,22,Lahore,Business Owner,JS Bank,167200,677,409000,36,3,0,1,0
Tufail Iqbal,M,36,Sialkot,Business Owner,Faysal Bank,198900,644,221000,48,1,0,1,0
Tufail Mehmood,M,32,Rawalpindi,Business Owner,Faysal Bank,216900,712,778000,6,0,0,1,0
Ayla Javed,F,55,Karachi,Unemployed,Meezan,40800,675,1035000,24,0,0,0,0
Sana Haider,F,22,Faisalabad,Salaried,MCB,92200,678,298000,60,0,0,1,1
Faisal Gill,M,59,Lahore,Salaried,Askari,89100,776,736000,24,0,1,0,0
Hassan Iqbal,M,38,Karachi,Self-Employed,Standard Chartered,139000,612,1289000,36,2,0,1,0
Eman Akhtar,F,24,Karachi,Unemployed,JS Bank,53200,717,419000,12,0,0,0,0
Hussain Akhtar,M,59,Islamabad,Contract,Askari,137200,760,878000,60,2,0,0,0
Sara Sheikh,F,23,Karachi,Salaried,Alfalah,101300,655,760000,60,0,0,1,1
Maham Zafar,F,35,Multan,Contract,Alfalah,102700,808,818000,6,2,0,1,0
Sara Raza,F,31,Karachi,Salaried,UBL,132500,566,946000,24,0,0,1,1
Hamza Naseer,M,50,Lahore,Salaried,Askari,65100,656,1001000,48,0,0,0,0
Mahnoor Akhtar,F,30,Islamabad,Salaried,JS Bank,85800,625,737000,12,0,0,1,0
Rida Haider,F,46,Gujranwala,Unemployed,Askari,35100,547,266000,24,2,0,1,0
Junaid Chaudhry,M,24,Karachi,Contract,Meezan,129700,739,773000,18,0,0,1,0
Sidra Aslam,F,22,Islamabad,Self-Employed,UBL,130600,778,864000,48,1,1,0,0
Noman Nawaz,M,23,Lahore,Self-Employed,MCB,114400,723,404000,48,2,0,1,1
Rida Rajput,F,30,Lahore,Self-Employed,NBP,157300,747,631000,18,0,0,1,0
Amna Haider,F,40,Karachi,Business Owner,MCB,101600,687,769000,24,0,0,1,0
Bilal Haider,M,46,Karachi,Salaried,UBL,79100,577,1170000,6,0,0,1,0
Faiz Chaudhry,M,45,Multan,Salaried,Askari,251000,642,1958000,36,0,1,1,0
Bilal Saeed,M,24,Faisalabad,Salaried,Meezan,85000,679,821000,48,1,0,0,0
Sajid Zafar,M,35,Karachi,Salaried,Alfalah,159300,651,1067000,12,2,0,1,0
Amna Raza,F,39,Islamabad,Salaried,Askari,102800,735,1097000,36,0,0,1,0
Anas Hussain,M,36,Lahore,Contract,Askari,125600,525,906000,36,0,0,0,1
Nimra Rashid,F,48,Karachi,Salaried,HBL,162200,877,90000,12,1,1,1,1
Usman Haider,M,40,Lahore,Self-Employed,JS Bank,57100,634,216000,18,1,0,1,1
Nimra Sheikh,F,34,Karachi,Contract,Alfalah,98700,752,607000,18,0,0,0,1
Laiba Sheikh,F,29,Lahore,Self-Employed,UBL,76300,679,313000,18,1,1,0,0
Sara Saeed,F,33,Karachi,Salaried,NBP,78300,618,383000,18,1,0,1,0
Eman Chaudhry,F,54,Lahore,Self-Employed,Standard Chartered,208900,669,138000,18,0,0,0,1
Hafsa Saleem,F,49,Lahore,Self-Employed,HBL,96600,696,1110000,12,0,0,0,0
Zain Nawaz,M,38,Karachi,Salaried,UBL,87600,864,50000,36,0,0,1,1
Dania Nawaz,F,37,Islamabad,Self-Employed,UBL,170900,631,1163000,36,0,0,0,1
Kashif Haider,M,32,Lahore,Business Owner,Askari,338100,688,1440000,24,0,0,1,0
Anas Ahmed,M,42,Rawalpindi,Business Owner,Faysal Bank,135600,627,1165000,6,0,0,0,0
Shahzeb Ali,M,56,Multan,Business Owner,HBL,115000,723,308000,24,1,0,0,0
Dania Butt,F,28,Lahore,Salaried,NBP,112100,615,961000,12,0,0,0,0
Hina Shah,F,44,Lahore,Business Owner,MCB,205300,706,1017000,48,1,0,0,1
Bilal Raza,M,52,Faisalabad,Salaried,Standard Chartered,166600,617,50000,36,1,0,0,1
Areeba Shah,F,23,Lahore,Self-Employed,JS Bank,71700,689,1357000,12,0,0,1,0
Faisal Amin,M,44,Islamabad,Salaried,Meezan,199400,619,809000,12,0,0,0,0
Sara Khan,F,44,Islamabad,Salaried,Faysal Bank,145900,696,1303000,24,0,0,1,0
Ahmed Farooq,M,59,Karachi,Salaried,UBL,83900,604,50000,18,1,0,1,0
Faisal Awan,M,36,Lahore,Salaried,UBL,109500,830,1266000,36,2,0,1,0
Moiz Sheikh,M,51,Karachi,Unemployed,NBP,35300,679,1230000,6,0,0,1,0
Bilal Shah,M,24,Karachi,Salaried,Alfalah,120200,535,2006000,48,0,0,0,0
Hira Iqbal,F,44,Faisalabad,Contract,HBL,96300,785,421000,24,0,0,1,1
Rida Chaudhry,F,31,Peshawar,Business Owner,Meezan,288100,633,50000,18,1,1,1,0
Anum Syed,F,45,Multan,Business Owner,UBL,194300,789,1188000,24,0,0,1,0
Asad Javed,M,45,Islamabad,Salaried,Standard Chartered,99500,635,325000,36,0,0,1,1
Ammar Tariq,M,34,Karachi,Salaried,MCB,104100,575,1260000,18,0,1,1,0
Sameer Tariq,M,54,Lahore,Salaried,NBP,197700,651,232000,12,3,0,1,0
Imran Syed,M,38,Hyderabad,Contract,Askari,115700,691,1151000,24,0,0,0,1
Kashif Shah,M,31,Peshawar,Salaried,Askari,71900,572,583000,48,1,0,1,0
Umar Amin,M,47,Multan,Salaried,HBL,109500,686,1144000,6,1,0,1,1
Rabia Amin,F,42,Rawalpindi,Business Owner,Faysal Bank,160500,682,985000,48,1,0,0,0
Mehak Saleem,F,41,Lahore,Salaried,Alfalah,73700,598,1152000,18,1,0,0,0
Sidra Rehman,F,26,Lahore,Salaried,UBL,193900,572,1192000,48,1,0,1,1
Anas Qureshi,M,59,Islamabad,Salaried,Askari,63700,680,1049000,6,1,0,1,0
Shahzeb Tariq,M,35,Lahore,Business Owner,Askari,262200,764,224000,18,2,0,0,0
Kashif Syed,M,43,Lahore,Salaried,Meezan,67100,656,1495000,60,1,0,1,0
Moiz Rajput,M,27,Islamabad,Salaried,Askari,133500,721,802000,12,0,0,0,1
Farhan Rajput,M,21,Quetta,Unemployed,Askari,44000,667,1056000,18,0,0,0,0
Areeba Rashid,F,49,Karachi,Business Owner,Alfalah,153300,693,633000,18,1,0,1,0
Sohail Saeed,M,26,Karachi,Self-Employed,Faysal Bank,95400,773,1235000,12,0,1,1,0
Farhan Javed,M,48,Karachi,Self-Employed,Askari,145900,681,919000,12,0,0,1,0
Hassan Hussain,M,22,Rawalpindi,Salaried,Faysal Bank,137900,708,1044000,36,0,0,0,1
Alina Khan,F,34,Peshawar,Salaried,Askari,181000,557,368000,12,0,0,0,0
Awais Haider,M,57,Faisalabad,Self-Employed,Standard Chartered,76200,609,1268000,24,1,0,0,0
Hina Javed,F,43,Lahore,Salaried,JS Bank,78600,582,930000,18,3,0,0,1
Hassan Akhtar,M,33,Islamabad,Self-Employed,NBP,244100,706,50000,6,0,0,0,1
Shahzaib Haider,M,25,Karachi,Self-Employed,Standard Chartered,149500,626,441000,24,0,0,1,1
Zainab Syed,F,54,Lahore,Contract,Alfalah,117900,727,984000,48,0,0,1,1
Danish Aslam,M,43,Faisalabad,Salaried,UBL,153100,614,1200000,36,0,1,1,0
Maryam Shah,F,38,Faisalabad,Salaried,Askari,125600,633,1187000,60,0,0,0,0
Imran Malik,M,52,Islamabad,Salaried,MCB,176200,737,289000,18,0,0,0,0
Moiz Javed,M,57,Multan,Unemployed,JS Bank,37500,683,865000,24,3,0,0,0
Sajid Farooq,M,47,Lahore,Self-Employed,Alfalah,141100,654,328000,12,0,0,0,1
Iqra Butt,F,40,Karachi,Business Owner,Alfalah,71000,691,680000,24,0,0,1,0
Noor Khan,F,46,Lahore,Self-Employed,Askari,191000,727,412000,60,0,0,1,0
Noor Akhtar,F,55,Gujranwala,Salaried,Askari,204600,606,1004000,24,2,0,1,0
Bilal Butt,M,32,Peshawar,Self-Employed,JS Bank,200800,632,1349000,48,0,0,0,0
Hassan Zafar,M,47,Peshawar,Self-Employed,Meezan,28700,728,1601000,24,2,0,1,0
Moiz Haider,M,41,Islamabad,Contract,Standard Chartered,149600,597,924000,24,0,1,1,0
Ali Saeed,M,31,Hyderabad,Salaried,JS Bank,150400,770,570000,24,1,0,0,1
Shahzaib Ali,M,30,Islamabad,Self-Employed,UBL,141100,675,50000,48,3,0,1,0
Sahar Nawaz,F,44,Lahore,Salaried,UBL,60900,685,1090000,24,3,0,0,0
Sohail Siddiqui,M,28,Rawalpindi,Salaried,NBP,85700,737,1379000,18,0,0,0,0
Hussain Shah,M,31,Islamabad,Business Owner,Standard Chartered,190000,686,1500000,24,0,0,1,0
Nimra Iqbal,F,36,Rawalpindi,Salaried,MCB,100400,574,582000,24,0,0,0,0
Zain Iqbal,M,28,Lahore,Salaried,Alfalah,212600,666,743000,24,0,0,1,1
Amna Ahmed,F,33,Sialkot,Salaried,MCB,48100,696,984000,36,1,0,0,0
Bilal Qureshi,M,33,Hyderabad,Contract,Askari,98400,737,831000,60,1,0,0,0
Hussain Chaudhry,M,22,Multan,Self-Employed,Askari,54200,595,235000,24,2,0,1,0
Bilal Akhtar,M,32,Karachi,Salaried,HBL,46100,616,142000,12,0,0,1,0
Ammar Shah,M,47,Karachi,Salaried,Meezan,68900,585,1293000,18,0,0,1,0
Rabia Hussain,F,40,Hyderabad,Salaried,Meezan,39900,670,1465000,48,1,0,1,0
Moiz Rehman,M,35,Multan,Salaried,NBP,144900,662,500000,36,0,0,0,1
Haroon Syed,M,46,Karachi,Salaried,Askari,83900,618,1292000,6,1,0,0,0
Sohail Khan,M,28,Islamabad,Salaried,Askari,70700,691,1031000,60,0,0,0,0
Muhammad Butt,M,59,Karachi,Contract,JS Bank,100700,534,714000,36,0,0,1,0
Rizwan Rajput,M,23,Multan,Self-Employed,Alfalah,127100,655,887000,18,0,1,0,1
Noor Sheikh,F,39,Lahore,Salaried,Meezan,108700,730,1369000,24,1,0,0,0
Rizwan Mahmood,M,52,Lahore,Salaried,Alfalah,101400,724,513000,60,0,0,1,1
Ibrahim Rehman,M,51,Karachi,Unemployed,Askari,34200,775,716000,18,1,0,1,0
Noman Shah,M,39,Karachi,Salaried,Askari,147700,749,382000,36,0,0,1,1
Asad Gill,M,40,Hyderabad,Self-Employed,NBP,84600,695,50000,18,0,0,1,1
Taha Saleem,M,56,Faisalabad,Business Owner,JS Bank,261800,590,1251000,6,0,0,1,1
Areeba Rehman,F,38,Karachi,Contract,Askari,101400,646,243000,60,1,0,1,0
Maryam Ahmed,F,22,Karachi,Business Owner,Meezan,232400,647,927000,36,1,0,0,0
Noor Qureshi,F,37,Islamabad,Self-Employed,JS Bank,143200,768,1137000,60,0,0,0,0
Hussain Akhtar,M,22,Peshawar,Self-Employed,NBP,180700,749,680000,60,0,0,0,0
Haroon Siddiqui,M,56,Lahore,Salaried,JS Bank,52200,609,1070000,24,0,0,1,0
Mehak Latif,F,29,Rawalpindi,Salaried,Askari,68000,842,510000,24,0,0,1,0
Usman Farooq,M,26,Hyderabad,Self-Employed,Meezan,106500,669,1692000,18,2,0,0,0
Moiz Ahmed,M,46,Lahore,Salaried,JS Bank,62200,637,466000,36,1,0,1,0
Rabia Zafar,F,32,Multan,Salaried,JS Bank,132200,640,2006000,60,3,0,0,0
Noman Mahmood,M,50,Lahore,Self-Employed,Faysal Bank,136800,579,203000,48,1,0,1,0
Eman Saleem,F,49,Karachi,Self-Employed,Alfalah,85800,626,344000,12,1,0,0,0
Hussain Amin,M,41,Multan,Business Owner,MCB,194500,807,537000,48,0,0,1,0
Moiz Raza,M,32,Hyderabad,Self-Employed,Faysal Bank,178600,755,1179000,12,0,0,0,0
Ibrahim Aslam,M,32,Karachi,Business Owner,UBL,34700,694,572000,36,1,0,1,0
Shahzaib Akhtar,M,21,Rawalpindi,Unemployed,MCB,41500,765,1771000,12,0,0,1,0
Taha Hussain,M,56,Rawalpindi,Salaried,Standard Chartered,148400,656,758000,48,0,0,1,1
Kiran Sheikh,F,29,Peshawar,Salaried,UBL,48600,715,1121000,12,1,1,1,0
Kiran Rajput,F,39,Rawalpindi,Salaried,HBL,88400,726,736000,24,0,0,1,0
Ibrahim Iqbal,M,22,Multan,Salaried,Meezan,89800,795,411000,18,1,0,0,0
Tufail Mirza,M,41,Faisalabad,Salaried,Askari,76400,736,345000,6,0,1,1,0
Rizwan Niaz,M,32,Lahore,Salaried,HBL,188500,581,1013000,24,1,0,0,0
Usman Farooq,M,41,Karachi,Salaried,HBL,96700,775,857000,36,2,0,1,0
Sidra Saeed,F,34,Peshawar,Salaried,JS Bank,25000,666,50000,18,2,0,1,0
Moiz Malik,M,51,Hyderabad,Business Owner,Standard Chartered,143000,636,1117000,24,0,0,1,0
Hafsa Chaudhry,F,59,Karachi,Salaried,NBP,92400,495,715000,18,0,0,0,0
Usman Saeed,M,46,Rawalpindi,Self-Employed,MCB,100700,562,1399000,24,1,0,0,0
Arslan Aslam,M,53,Karachi,Self-Employed,Faysal Bank,154400,704,646000,36,2,0,1,1
Hina Haider,F,39,Rawalpindi,Salaried,Standard Chartered,56100,636,910000,6,0,0,0,0
Sohail Syed,M,25,Karachi,Business Owner,Alfalah,269900,607,875000,12,0,0,1,1
Junaid Aslam,M,35,Sialkot,Unemployed,Meezan,28600,698,424000,24,0,0,0,0
Ahmed Khan,M,25,Faisalabad,Self-Employed,MCB,139700,680,852000,6,1,0,1,1
Zoya Ahmed,F,22,Rawalpindi,Self-Employed,Askari,115000,656,836000,12,0,0,1,0
Haroon Latif,M,60,Karachi,Salaried,UBL,190000,537,1380000,12,1,1,0,0
Sameer Amin,M,40,Karachi,Contract,JS Bank,75500,639,472000,48,0,0,1,0
Anas Naseer,M,47,Islamabad,Salaried,Alfalah,129500,590,358000,6,0,0,1,0
Awais Mehmood,M,38,Karachi,Business Owner,Faysal Bank,183400,705,1386000,12,0,1,1,0
Mehak Shah,F,46,Karachi,Contract,HBL,93400,634,1470000,24,0,0,1,0
Anas Siddiqui,M,32,Quetta,Self-Employed,Standard Chartered,167300,623,316000,24,0,0,0,1
Ali Amin,M,44,Lahore,Salaried,Faysal Bank,159200,824,631000,60,0,0,0,1
Farhan Qureshi,M,42,Lahore,Salaried,Standard Chartered,152900,624,1179000,18,0,0,1,0
Farhan Malik,M,26,Multan,Business Owner,Askari,155700,714,50000,18,1,0,0,1
Eman Mehmood,F,42,Rawalpindi,Salaried,JS Bank,108300,547,532000,24,1,1,1,0
Imran Rajput,M,31,Lahore,Salaried,MCB,126000,690,702000,60,1,0,1,0
Maham Javed,F,43,Faisalabad,Salaried,Askari,101800,717,771000,12,3,0,1,0
Imran Gill,M,38,Karachi,Self-Employed,Askari,83600,620,888000,24,0,0,0,0
Alina Akhtar,F,33,Karachi,Salaried,Alfalah,127100,671,370000,48,0,0,1,1
Noman Rashid,M,38,Karachi,Salaried,NBP,186200,677,1260000,36,0,0,1,0
Taha Qureshi,M,23,Karachi,Business Owner,JS Bank,192800,714,709000,18,0,0,0,0
Tufail Mirza,M,59,Peshawar,Self-Employed,JS Bank,69200,723,449000,18,2,0,1,0
Ammar Haider,M,44,Sialkot,Salaried,MCB,123900,712,1139000,24,0,0,1,0
Zainab Iqbal,F,22,Karachi,Salaried,Alfalah,161300,689,1237000,36,3,0,0,0
Hafsa Ali,F,26,Peshawar,Salaried,Meezan,112300,627,954000,12,0,1,1,0
Hamza Aslam,M,21,Multan,Salaried,JS Bank,128000,581,1552000,18,2,0,0,0
Umar Nawaz,M,31,Karachi,Salaried,Askari,280000,824,205000,48,1,0,0,1
Kiran Gill,F,57,Lahore,Salaried,Faysal Bank,204100,706,1049000,48,0,0,0,1
Shahzaib Akhtar,M,50,Lahore,Salaried,Faysal Bank,120600,601,408000,36,1,0,0,0
Tufail Butt,M,56,Karachi,Salaried,Faysal Bank,153300,800,1486000,36,0,1,0,0
Alina Saleem,F,40,Lahore,Salaried,Meezan,110600,589,1033000,18,2,0,0,0
Noman Malik,M,32,Karachi,Business Owner,NBP,145100,677,1322000,12,0,0,1,1
Imran Aslam,M,36,Islamabad,Business Owner,NBP,222100,656,1514000,60,1,0,0,0
Umar Iqbal,M,33,Lahore,Salaried,UBL,163500,733,1118000,36,0,0,1,0
Faiz Malik,M,55,Lahore,Contract,Faysal Bank,128600,669,632000,48,0,0,1,1
Fatima Awan,F,44,Lahore,Contract,MCB,95000,651,165000,48,0,0,0,1
Areeba Mehmood,F,54,Lahore,Salaried,Askari,204500,740,687000,24,3,0,1,0
Rabia Qureshi,F,29,Karachi,Self-Employed,JS Bank,83200,610,598000,60,2,0,1,0
Sameer Ali,M,57,Karachi,Business Owner,UBL,170500,628,700000,12,0,0,1,1
Hina Farooq,F,56,Islamabad,Business Owner,HBL,94500,648,1180000,36,1,0,0,0
Maham Nawaz,F,44,Karachi,Salaried,HBL,127000,666,632000,12,0,0,1,0
Taha Syed,M,31,Karachi,Self-Employed,Standard Chartered,125000,528,1362000,24,0,0,1,0
Fatima Mirza,F,44,Lahore,Salaried,Meezan,183400,698,821000,24,0,1,0,0
Mehak Gill,F,23,Gujranwala,Salaried,Askari,121900,647,420000,18,1,0,1,1
Alina Zafar,F,28,Islamabad,Self-Employed,Faysal Bank,212500,831,1103000,12,2,0,0,0
Amna Chaudhry,F,42,Faisalabad,Salaried,JS Bank,113700,560,537000,24,3,0,1,0
Umar Iqbal,M,59,Multan,Salaried,HBL,100200,631,1074000,6,0,0,0,0
Haroon Rashid,M,50,Rawalpindi,Salaried,NBP,141200,565,666000,48,0,0,0,0
Amna Hussain,F,30,Lahore,Unemployed,Standard Chartered,15000,695,269000,48,1,0,1,0
Sahar Niaz,F,59,Peshawar,Salaried,HBL,106800,742,1287000,12,0,0,1,0
Moiz Siddiqui,M,40,Karachi,Business Owner,JS Bank,178100,772,57000,18,1,0,0,0
Ammar Mehmood,M,45,Karachi,Business Owner,Askari,303000,754,1226000,18,1,0,0,0
Ali Niaz,M,53,Karachi,Salaried,MCB,151000,639,1316000,48,2,0,1,0
Bushra Sheikh,F,25,Lahore,Salaried,UBL,41000,687,1166000,12,3,0,1,0
Farhan Raza,M,28,Faisalabad,Business Owner,UBL,123900,612,1413000,18,2,0,1,0
Muhammad Saeed,M,47,Karachi,Self-Employed,UBL,82300,774,884000,24,1,0,1,0
Sohail Aslam,M,38,Lahore,Self-Employed,MCB,164300,669,1702000,6,1,0,1,1
Ibrahim Siddiqui,M,24,Islamabad,Self-Employed,Askari,188800,781,876000,12,0,1,0,0
Nimra Ali,F,26,Hyderabad,Salaried,Alfalah,55000,672,302000,36,0,0,0,1
Anas Rajput,M,28,Lahore,Unemployed,Askari,43600,712,787000,48,2,0,1,0
Hussain Amin,M,40,Lahore,Self-Employed,NBP,93900,640,459000,60,1,0,1,0
Arslan Malik,M,32,Rawalpindi,Self-Employed,Alfalah,95000,696,1286000,60,2,0,1,0
Sana Sheikh,F,57,Karachi,Self-Employed,Meezan,77900,735,966000,12,1,0,0,0
Muhammad Haider,M,23,Lahore,Salaried,Alfalah,96300,659,619000,48,0,0,1,0
Shahzaib Shah,M,38,Karachi,Self-Employed,UBL,141500,636,1432000,24,1,0,0,0
Usman Mirza,M,35,Karachi,Salaried,HBL,175800,667,907000,48,0,0,1,0
Hafsa Gill,F,26,Lahore,Salaried,UBL,64200,646,1175000,18,1,0,0,0
Anaya Rehman,F,51,Multan,Salaried,Faysal Bank,66300,709,532000,12,0,0,0,0
Mahnoor Awan,F,51,Lahore,Business Owner,UBL,219300,813,1558000,18,0,0,0,1
Taha Niaz,M,23,Islamabad,Business Owner,Standard Chartered,144800,549,50000,24,0,1,0,0
Zainab Naseer,F,42,Lahore,Business Owner,Meezan,123300,586,995000,12,0,0,0,0
Sahar Akhtar,F,40,Lahore,Self-Employed,Alfalah,152100,681,1337000,48,1,0,0,0
Ibrahim Malik,M,23,Islamabad,Self-Employed,UBL,111600,716,804000,60,2,0,0,0
Hina Chaudhry,F,30,Hyderabad,Salaried,Standard Chartered,79800,583,708000,12,1,0,1,0
Fariha Mahmood,F,35,Islamabad,Salaried,UBL,108100,753,1734000,60,0,0,0,0
Nimra Mirza,F,43,Multan,Self-Employed,NBP,152100,744,1321000,12,0,0,0,0
Hafsa Mahmood,F,39,Lahore,Contract,Standard Chartered,60700,783,706000,36,0,0,0,0
Tufail Ahmed,M,40,Karachi,Self-Employed,UBL,191800,706,371000,18,1,0,1,0
Saad Butt,M,50,Karachi,Contract,Askari,97100,769,489000,18,2,0,0,0
Abdullah Raza,M,27,Islamabad,Salaried,MCB,113000,739,50000,24,0,1,0,0
Haroon Ali,M,23,Faisalabad,Salaried,Askari,94800,787,1131000,36,1,0,1,0
Usman Haider,M,55,Islamabad,Contract,Alfalah,87200,643,114000,24,0,0,0,0
Arslan Gill,M,30,Multan,Self-Employed,NBP,99800,735,1156000,60,0,0,0,0
Nimra Khan,F,41,Karachi,Salaried,NBP,171800,648,957000,48,2,0,1,1
Rizwan Mahmood,M,23,Rawalpindi,Salaried,MCB,127800,676,97000,60,1,0,1,0
Alina Ahmed,F,60,Lahore,Salaried,Askari,98800,478,1647000,12,2,0,1,0
Zain Khan,M,49,Karachi,Salaried,JS Bank,82300,658,1284000,24,1,0,1,0
Hussain Khan,M,60,Lahore,Unemployed,JS Bank,24800,697,631000,36,1,0,0,0
Umar Amin,M,59,Faisalabad,Salaried,Alfalah,142300,686,129000,36,1,0,1,1
Usman Butt,M,31,Peshawar,Salaried,HBL,104200,717,80000,60,0,0,1,1
Kashif Ali,M,37,Islamabad,Self-Employed,JS Bank,126700,733,939000,24,0,0,1,1
Ammar Naseer,M,56,Rawalpindi,Contract,UBL,106700,629,1227000,24,0,0,0,0
Laiba Tariq,F,42,Hyderabad,Salaried,JS Bank,95000,788,796000,24,0,1,1,0
Zain Haider,M,49,Faisalabad,Salaried,NBP,115500,562,470000,18,3,0,1,0
Junaid Amin,M,39,Karachi,Salaried,Standard Chartered,212600,702,153000,36,0,0,0,0
Moiz Saeed,M,38,Faisalabad,Salaried,JS Bank,128400,486,1538000,12,2,0,1,0
Moiz Rajput,M,37,Karachi,Salaried,Askari,130000,779,1023000,60,2,0,0,0
Rizwan Zafar,M,53,Karachi,Salaried,MCB,86900,630,395000,24,0,0,1,1
Bilal Haider,M,40,Hyderabad,Salaried,Faysal Bank,159100,798,719000,12,1,0,0,0
Hina Zafar,F,37,Karachi,Unemployed,Standard Chartered,22800,546,1501000,18,1,0,0,0
Anum Tariq,F,41,Multan,Self-Employed,MCB,155100,810,837000,48,0,0,0,1
Ayesha Sheikh,F,40,Rawalpindi,Contract,JS Bank,22800,669,1064000,36,2,0,1,0
Maham Farooq,F,29,Faisalabad,Business Owner,Meezan,113700,646,1602000,36,2,0,0,0
Ibrahim Haider,M,35,Islamabad,Contract,UBL,80700,658,1460000,36,0,0,0,0
Faiz Ahmed,M,46,Faisalabad,Salaried,Askari,106200,776,1360000,12,1,0,1,0
Shahzaib Nawaz,M,54,Hyderabad,Business Owner,JS Bank,136900,565,929000,12,1,0,0,1
Usman Ahmed,M,37,Faisalabad,Unemployed,Faysal Bank,43700,727,1152000,48,2,0,0,0
Imran Javed,M,57,Karachi,Salaried,MCB,117000,749,1464000,60,0,0,1,0
Faiz Saeed,M,60,Peshawar,Business Owner,JS Bank,236300,676,1075000,12,0,0,1,1
Eman Ahmed,F,27,Lahore,Contract,UBL,66200,653,876000,24,1,1,1,0
Sajid Rehman,M,29,Karachi,Self-Employed,UBL,75000,674,540000,60,0,0,1,0
Moiz Qureshi,M,44,Peshawar,Salaried,Faysal Bank,187300,650,1145000,24,1,0,1,0
Alina Akhtar,F,31,Lahore,Business Owner,Faysal Bank,107000,604,50000,24,0,0,1,1
Ahmed Farooq,M,25,Karachi,Salaried,HBL,132800,720,223000,18,1,0,1,1
Bilal Amin,M,52,Islamabad,Contract,Askari,92100,730,1335000,36,3,0,0,0
Hamza Rehman,M,56,Gujranwala,Contract,MCB,58600,666,1554000,24,0,0,0,0
Ahmed Qureshi,M,30,Multan,Salaried,Meezan,58400,659,932000,18,1,0,1,0
Sana Iqbal,F,29,Karachi,Self-Employed,Alfalah,95400,712,1235000,24,0,0,1,0
Bushra Mirza,F,53,Rawalpindi,Unemployed,NBP,25100,688,1578000,36,0,0,1,0
Hamza Shah,M,22,Karachi,Salaried,NBP,138600,616,50000,24,0,1,1,0
Noman Latif,M,21,Lahore,Business Owner,UBL,166300,537,50000,48,0,0,0,1
Ahmed Akhtar,M,50,Karachi,Salaried,Faysal Bank,104700,666,328000,36,2,0,1,0
Taha Rehman,M,28,Karachi,Salaried,JS Bank,166500,644,281000,24,2,0,1,1
Hassan Tariq,M,47,Gujranwala,Contract,Alfalah,152600,593,566000,12,2,0,1,0
Moiz Haider,M,37,Lahore,Salaried,Alfalah,127100,754,2429000,60,2,0,1,0
